event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date
1066,The Scottish Open,"July 12 - 15, 2012",,Castle Stuart Golf Links,7193.0,72.0,,2012-07-12,2012-07-15
1068,Johnnie Walker Championship at Gleneagles,"August 23 - 26, 2012",," Perth, Scotland",7060.0,72.0,Gleneagles Golf Course,2012-08-23,2012-08-26
1069,Omega European Masters,"Aug 30 - September 2, 2012",,,6822.0,71.0,,2012-08-30,2012-09-02
1070,KLM Open,"September 6 - 9, 2012",,Hilversumsche,6906.0,70.0,,2012-09-06,2012-09-09
1071,BMW Italian Open presented by CartaSi ,"September 13 - 16, 2012",,Royal Park I Roveri,7282.0,72.0,,2012-09-13,2012-09-16
1072,Madrid Masters,"September 20 - 23, 2012",,,,,,2012-09-20,2012-09-23
1073,Alfred Dunhill Links Championship,"October 4 - 7, 2012",,,7279.0,72.0,,2012-10-04,2012-10-07
1074,Portugal Masters,"October 11 - 14, 2012",,Oceanico Victoria Clube de Golfe,7157.0,71.0,,2012-10-11,2012-10-14
1075,Andalucia Masters,"October 18 - 21, 2012",,,,,,2012-10-18,2012-10-21
1076,ISPS HANDA Perth International,"October 18 - 21, 2012",,Lake Karrinyup CC,7143.0,72.0,,2012-10-18,2012-10-21
1077,BMW Masters,"October 25 - 28, 2012",,Lake Malaren Golf Club,7607.0,72.0,,2012-10-25,2012-10-28
1078,WGC HSBC Champions,"November 1 - 4, 2012",,Mission Hills GC,7251.0,72.0,,2012-11-01,2012-11-04
1079,Barclays Singapore Open,"November 8 - 11, 2012",,Sentosa Golf Club,7372.0,71.0,,2012-11-08,2012-11-11
1080,UBS Hong Kong Open,"November 15 - 18, 2012",,Hong Kong GC,6734.0,70.0,,2012-11-15,2012-11-18
1081,SA Open Championship,"November 15 - 18, 2012",,Serengeti Golf Club,7761.0,72.0,,2012-11-15,2012-11-18
1082,DP World Tour Championship,"November 22 - 25, 2012",,Jumeirah Golf Estates,7675.0,72.0,,2012-11-22,2012-11-25
1083,BMW International Open,"June 21 - 24, 2012",,Gut Larchenhof GC,7289.0,72.0,,2012-06-21,2012-06-24
1084,Pacific Rubiales Colombia Championship,"February 16 - 19, 2012",600000," Bogota, Colombia",7237.0,71.0,Country Club de Bogota Lagos,2012-02-16,2012-02-19
1085,Panama Claro Championship,"March 1 - 4, 2012",550000," Panama City, Panama",7102.0,70.0,Panama GC,2012-03-01,2012-03-04
1086,Chile Classic Presented by Pacific Rubiales,"March 8 - 11, 2012",600000," Santiago, Chile",6711.0,72.0,Prince of Whales Country Club,2012-03-08,2012-03-11
1087,Chitimacha Louisiana Open,"March 22 - 25, 2012",500000," Broussard, LA",7004.0,72.0,Le Triomphe CC,2012-03-22,2012-03-25
1088,Soboba Golf Classic,"April 5 - 8, 2012",750000,Soboba Springs,7101.0,71.0,,2012-04-05,2012-04-08
1089,TPC Stonebrae Championship,"April 12 - 15, 2012",600000," Hayward, CA",7100.0,70.0,TPC San Francisco Bay at Stonebrae,2012-04-12,2012-04-15
1090,South Georgia Classic Pres'd by First State Bank,"April 26 - 29, 2012",625000," Valdosta, GA",7781.0,72.0,Kinderlou Forest Golf Club,2012-04-26,2012-04-29
1091,Stadion Classic at UGA,"May 3 - 6, 2012",550000," Athens, GA",7240.0,71.0,University of Georgia GC,2012-05-03,2012-05-06
1092,BMW Charity Pro-Am Presented by SYNNEX Corporation,"May 17 - 20, 2012",600000,,6877.0,72.0,,2012-05-17,2012-05-20
1093,The Rex Hospital Open,"May 31 - June 3, 2012",550000," Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2012-05-31,2012-06-03
1094,Mexico Open,"June 7 - 10, 2012",625000," Valencia, Spain",7708.0,72.0,El Bosque Golf Club,2012-06-07,2012-06-10
1095,Preferred Health Systems Wichita Open,"June 21 - 24, 2012",600000," Wichita, KS",6913.0,71.0,Crestview Country Club,2012-06-21,2012-06-24
1096,United Leasing Championship,"Jun 28 - July 1, 2012",550000," Newburgh, IN",7239.0,72.0,Victoria National Golf Club,2012-06-28,2012-07-01
1097,Utah Championship Pres'd by Utah Sports Commission,"July 12 - 15, 2012",550000,Willow Creek Country Club,7104.0,71.0,,2012-07-12,2012-07-15
1098,Nationwide Children's Hospital Invitational,"July 26 - 29, 2012",800000," Columbus, OH",7141.0,71.0,OSU Golf Club (Scarlet Course),2012-07-26,2012-07-29
1099,Cox Classic Presented by Lexus of Omaha,"August 2 - 5, 2012",650000," Omaha, NE",7170.0,71.0,Champions Run,2012-08-02,2012-08-05
1100,Price Cutter Charity Championship,"August 9 - 12, 2012",625000," Springfield, MO",7115.0,72.0,Highland Springs Country Club,2012-08-09,2012-08-12
1101,Midwest Classic Presented by Cadillac,"August 16 - 19, 2012",550000," Overland Park, KS",7251.0,72.0,Nicklaus Golf Club at LionsGate,2012-08-16,2012-08-19
1102,News Sentinel Open Presented by Pilot,"August 23 - 26, 2012",500000," Knoxville, TN",7110.0,72.0,Fox Den Country Club,2012-08-23,2012-08-26
1103,Mylan Classic,"Aug 30 - September 2, 2012",600000," Canonsburg, PA",6951.0,71.0,Southpointe Golf Club,2012-08-30,2012-09-02
1104,Albertsons Boise Open Presented by Kraft,"September 13 - 16, 2012",725000," Boise, ID",6698.0,71.0,Hillcrest Country Club,2012-09-13,2012-09-16
1105,WNB Golf Classic,"September 20 - 23, 2012",550000,Midland CC,7354.0,72.0,,2012-09-20,2012-09-23
1106,Chiquita Classic,"September 27 - 30, 2012",550000,,7180.0,72.0,,2012-09-27,2012-09-30
1107,Neediest Kids Championship Pres'd by Under Armour,"October 4 - 7, 2012",600000," Potomac, MD",7139.0,70.0,TPC Potomac at Avenel Farm,2012-10-04,2012-10-07
1108,Miccosukee Championship,"October 11 - 14, 2012",600000,Miccosukee G&CC,7200.0,71.0,,2012-10-11,2012-10-14
1109,Winn-Dixie Jacksonville Open Presented by Planters,"October 18 - 21, 2012",600000,Dye's Valley Course,6864.0,70.0,,2012-10-18,2012-10-21
1110,Web.com Tour Championship at TPC Craig Ranch,"October 25 - 28, 2012",1000000,,7446.0,72.0,,2012-10-25,2012-10-28
1111,Mississippi Gulf Resort Classic,"March 23 - 25, 2012",1600000," Biloxi, MS",7054.0,72.0,Fallen Oak Golf Course,2012-03-23,2012-03-25
1113,Allianz Championship,"February 10 - 12, 2012",1800000," Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2012-02-10,2012-02-12
1114,Toshiba Classic,"March 16 - 18, 2012",1750000," Newport Beach, CA",6591.0,71.0,Newport Beach Country Club,2012-03-16,2012-03-18
1115,Encompass Insurance Pro-Am of Tampa Bay,"April 13 - 15, 2012",1600000,TPC of Tampa Bay,6783.0,71.0,,2012-04-13,2012-04-15
1116,Liberty Mutual Insurance Legends of Golf,"April 20 - 22, 2012",2700000," Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2012-04-20,2012-04-22
1117,Insperity Championship,"May 4 - 6, 2012",1700000," The Woodlands, TX",7018.0,72.0,The Woodlands CC,2012-05-04,2012-05-06
1118,Principal Charity Classic,"June 1 - 3, 2012",1750000,Glen Oaks CC,6877.0,71.0,,2012-06-01,2012-06-03
1119,Regions Tradition,"June 7 - 10, 2012",2200000," Birmingham, AL",7197.0,72.0,Shoal Creek,2012-06-07,2012-06-10
1120,Nature Valley First Tee Open,"July 6 - 8, 2012",1700000,,6822.0,72.0,,2012-07-06,2012-07-08
1121,The Senior Open Championship pres. by Rolex,"July 26 - 29, 2012",2000000,Turnberry,7105.0,70.0,,2012-07-26,2012-07-29
1122,3M Championship,"August 3 - 5, 2012",1750000," Blaine, MN",7114.0,72.0,TPC of the Twin Cities,2012-08-03,2012-08-05
1123,Dick's Sporting Goods Open,"August 17 - 19, 2012",1800000," Endicott, NY",6974.0,72.0,En Joie GC,2012-08-17,2012-08-19
1124,Boeing Classic,"August 24 - 26, 2012",2000000," Snoqualmie, WA",7264.0,72.0,The Club at Snoqualmie Ridge,2012-08-24,2012-08-26
1125,SAS Championship,"October 5 - 7, 2012",2100000," Cary, NC",7240.0,72.0,Prestonwood CC,2012-10-05,2012-10-07
1126,Greater Hickory Classic at Rock Barn,"October 12 - 14, 2012",1600000," Conover, NC",7046.0,72.0,Rock Barn Golf & Spa,2012-10-12,2012-10-14
1127,AT&T Championship,"October 26 - 28, 2012",1850000," San Antonio, TX",6932.0,72.0,TPC San Antonio (Oaks Course),2012-10-26,2012-10-28
1128,ACE Group Classic,"February 17 - 19, 2012",1600000," Naples, FL",7634.0,72.0,The TwinEagles Club Talon Course,2012-02-17,2012-02-19
1129,Senior PGA Championship,"May 24 - 27, 2012",2000000," Benton Harbor, MI",6822.0,71.0,The Golf Club at Harbor Shores,2012-05-24,2012-05-27
1130,U.S. Senior Open Championship,"July 12 - 15, 2012",2600000,Indianwood Golf & Country Club,6862.0,70.0,,2012-07-12,2012-07-15
1131,Mitsubishi Electric Championship at Hualalai,"January 20 - 22, 2012",1800000," Kailua Kona, HI",7107.0,72.0,Hualalai Resort Golf Club,2012-01-20,2012-01-22
1132,World Golf Championships-HSBC Champions,"November 1 - 4, 2012",7000000,,,72.0,,2012-11-01,2012-11-04
1133,Pacific Links Hawai'i Championship,"September 14 - 16, 2012",1800000," Kapolei, HI",7001.0,72.0,Kapolei Golf Course,2012-09-14,2012-09-16
1134,Montreal Championship,"June 22 - 24, 2012",1800000,"Julie, PQ",6950.0,72.0,Club de Golf Vallee Richelieu Vercheres Sainte,2012-06-22,2012-06-24
1135,Constellation SENIOR PLAYERS Championship,"Jun 28 - July 1, 2012",2700000," Pittsburgh, PA",6710.0,70.0,Fox Chapel Golf Club,2012-06-28,2012-07-01
1136,Charles Schwab Cup Championship,"November 1 - 4, 2012",2500000," Scottsdale, AZ",6929.0,70.0,Desert Mountain Club (Cochise),2012-11-01,2012-11-04
1137,Nelson Mandela Championship presented by ISPS Hand,"December 6 - 9, 2012",,Royal Durban Golf Club,6773.0,70.0,,2012-12-06,2012-12-09
1138,Alfred Dunhill Championship,"December 13 - 16, 2012",,Leopard Creek GC,7326.0,72.0,,2012-12-13,2012-12-16
1139,Volvo Golf Champions,"January 10 - 13, 2013",,Durban CC,6732.0,72.0,,2013-01-10,2013-01-13
1140,Abu Dhabi HSBC Golf Championship,"January 17 - 20, 2013",,Abu Dhabi CC,7600.0,72.0,,2013-01-17,2013-01-20
1141,Commercial Bank Qatar Masters,"January 23 - 26, 2013",,Doha GC,7412.0,72.0,,2013-01-23,2013-01-26
1142,Omega Dubai Desert Classic,"Jan 31 - February 3, 2013",,Emirates GC,7316.0,72.0,,2013-01-31,2013-02-03
1143,Joburg Open,"February 7 - 10, 2013",,,7237.0,71.0,,2013-02-07,2013-02-10
1144,Africa Open,"February 14 - 17, 2013",,East London Golf Club,6632.0,72.0,,2013-02-14,2013-02-17
1145,Tshwane Open,"Feb 28 - March 3, 2013",,Copperleaf Golf & Country Estate,7791.0,72.0,,2013-02-28,2013-03-03
1147,Avantha Masters,"March 14 - 17, 2013",,Jaypee Greens GC,7347.0,72.0,,2013-03-14,2013-03-17
1148,Maybank Malaysian Open,"March 21 - 24, 2013",," Sea Island, GA",6967.0,72.0,Kuala Lumpur G&CC,2013-03-21,2013-03-24
1149,Trophee Hassan II,"March 28 - 31, 2013",,Golf du Palais,6844.0,72.0,,2013-03-28,2013-03-31
1151,Open de Espana,"April 18 - 21, 2013",,Parador de El Saler,6945.0,72.0,,2013-04-18,2013-04-21
1152,Ballantine's Championship,"April 25 - 28, 2013",,Blackstone Golf Club,7275.0,72.0,,2013-04-25,2013-04-28
1153,Volvo China Open,"May 2 - 5, 2013",,Binhai Lake GC,7667.0,72.0,,2013-05-02,2013-05-05
1154,World Challenge presented by Northwestern Mutual,"Nov 29 - December 2, 2012",4000000," Thousand Oaks, CA",7027.0,72.0,Sherwood CC in Thousand Oaks,2012-11-29,2012-12-02
1155,PGA TOUR Qualifying Tournament,"Nov 28 - December 3, 2012",1057500,,7204.0,72.0,,2012-11-28,2012-12-03
1157,BMW PGA Championship,"May 23 - 26, 2013",,Wentworth GC,7302.0,72.0,,2013-05-23,2013-05-26
1158,Nordea Masters,"May 30 - June 2, 2013",,Bro Hoff Slott GC,7607.0,72.0,,2013-05-30,2013-06-02
1159,Lyoness Open powered by Greenfinity,"June 6 - 9, 2013",,Diamond Country Club,7386.0,72.0,,2013-06-06,2013-06-09
1160,Najeti Hotels et Golfs Open presented by Neuflize ,"June 13 - 16, 2013",,Aa St Omer,6799.0,71.0,,2013-06-13,2013-06-16
1161,BMW International Open,"June 20 - 23, 2013",,Eichenreid,7157.0,72.0,Golfclub Munchen Nord,2013-06-20,2013-06-23
1163,Alstom Open de France,"July 4 - 7, 2013",," Paris, France",7331.0,71.0,Le Golf National,2013-07-04,2013-07-07
1164,Aberdeen Asset Management Scottish Open,"July 11 - 14, 2013",,Castle Stuart Golf Links,7193.0,72.0,,2013-07-11,2013-07-14
1165,M2M Russian Open,"July 25 - 28, 2013",,Tseleevo Golf & Polo Club,7491.0,72.0,,2013-07-25,2013-07-28
1167,Johnnie Walker Championship at Gleneagles,"August 22 - 25, 2013",," Perth, Scotland",7296.0,72.0,Gleneagles Golf Course,2013-08-22,2013-08-25
1168,ISPS Handa Wales Open,"Aug 29 - September 1, 2013",,Celtic Manor G & CC,7352.0,71.0,,2013-08-29,2013-09-01
1169,Omega European Masters,"September 5 - 8, 2013",,,6881.0,71.0,,2013-09-05,2013-09-08
1170,KLM Open,"September 12 - 15, 2013",,Kennemer G & CC,6626.0,70.0,,2013-09-12,2013-09-15
1171,70th Open de Italia Lindt,"September 19 - 22, 2013",,Golf Club Torino La Mandria,7208.0,72.0,,2013-09-19,2013-09-22
1172,Alfred Dunhill Links Championship,"September 26 - 29, 2013",,,7279.0,72.0,,2013-09-26,2013-09-29
1174,Portugal Masters,"October 10 - 13, 2013",,Oceanico Victoria Clube de Golfe,7192.0,71.0,,2013-10-10,2013-10-13
1176,BMW Masters,"October 24 - 27, 2013",,Lake Malaren Golf Club,7607.0,72.0,,2013-10-24,2013-10-27
1178,Turkish Airlines Open,"November 7 - 10, 2013",,The Montgomerie Maxx Royal,7100.0,72.0,,2013-11-07,2013-11-10
1179,DP WORLD TOUR CHAMPIONSHIP,"November 14 - 17, 2013",,Jumeirah Golf Estates,7675.0,72.0,,2013-11-14,2013-11-17
1180,The Irish Open,"June 27 - 30, 2013",,Carton House GC,7301.0,72.0,,2013-06-27,2013-06-30
1181,Hyundai Tournament of Champions,"January 4 - 8, 2013",5700000," Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2013-01-04,2013-01-08
1182,Humana Challenge in partnership with the Clinton Foundation,"January 17 - 20, 2013",5600000,,6950.0,72.0,,2013-01-17,2013-01-20
1183,Waste Management Phoenix Open,"Jan 31 - February 3, 2013",6200000," Scottsdale, AZ",7216.0,71.0,TPC Scottsdale (Stadium Course),2013-01-31,2013-02-03
1184,AT&T Pebble Beach National Pro-Am,"February 7 - 10, 2013",6500000,,6837.0,72.0,,2013-02-07,2013-02-10
1185,Farmers Insurance Open,"January 24 - 28, 2013",6100000,,7052.0,72.0,,2013-01-24,2013-01-28
1186,Sony Open in Hawaii,"January 10 - 13, 2013",5600000," Honolulu, HI",7044.0,70.0,Waialae Country Club,2013-01-10,2013-01-13
1187,Northern Trust Open,"February 14 - 17, 2013",6600000," Pacific Palisades, CA",7349.0,71.0,Riviera Country Club,2013-02-14,2013-02-17
1188,The Honda Classic,"Feb 28 - March 3, 2013",6000000," Palm Beach Gardens, FL",7110.0,70.0,PGA National Resort & Spa (The Champion),2013-02-28,2013-03-03
1189,Arnold Palmer Invitational presented by MasterCard,"March 21 - 25, 2013",6200000," Orlando, FL",7419.0,72.0,Arnold Palmer's Bay Hill Club & Lodge,2013-03-21,2013-03-25
1190,Zurich Classic of New Orleans,"April 25 - 28, 2013",6600000," Avondale, LA",7425.0,72.0,TPC Louisiana,2013-04-25,2013-04-28
1191,THE PLAYERS Championship,"May 9 - 12, 2013",9500000," Ponte Vedra Beach, FL",7215.0,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2013-05-09,2013-05-12
1192,Masters Tournament,"April 11 - 14, 2013",8000000," Augusta, GA",7445.0,72.0,Augusta National Golf Club,2013-04-11,2013-04-14
1193,RBC Heritage,"April 18 - 21, 2013",5800000," Hilton Head Island, SC",7101.0,71.0,Harbour Town Golf Links,2013-04-18,2013-04-21
1194,Wyndham Championship,"August 15 - 18, 2013",5300000," Greensboro, NC",7130.0,70.0,Sedgefield Country Club,2013-08-15,2013-08-18
1195,Shell Houston Open,"March 28 - 31, 2013",6200000," Houston, TX",7441.0,72.0,Golf Club of Houston,2013-03-28,2013-03-31
1196,HP Byron Nelson Championship,"May 16 - 19, 2013",6700000," Irving, TX",7166.0,70.0,TPC Four Seasons Resort,2013-05-16,2013-05-19
1197,Crowne Plaza Invitational at Colonial,"May 23 - 26, 2013",6400000," Fort Worth, TX",7204.0,70.0,Colonial Country Club,2013-05-23,2013-05-26
1198,the Memorial Tournament presented by Nationwide Insurance,"May 30 - June 2, 2013",6200000," Dublin, OH",7354.0,72.0,Muirfield Village Golf Club,2013-05-30,2013-06-02
1199,The Barclays,"August 22 - 25, 2013",8000000," Jersey City, NJ",7353.0,71.0,Liberty National Golf Club,2013-08-22,2013-08-25
1200,U.S. Open Golf Championship,"June 13 - 16, 2013",8000000," Ardmore, PA",6996.0,70.0,Merion GC,2013-06-13,2013-06-16
1201,FedEx St. Jude Classic,"June 6 - 9, 2013",5700000," Memphis, TN",7239.0,70.0,TPC Southwind,2013-06-06,2013-06-09
1202,Travelers Championship,"June 20 - 23, 2013",6100000," Cromwell, CT",6844.0,70.0,TPC River Highlands,2013-06-20,2013-06-23
1203,BMW Championship,"September 12 - 16, 2013",8000000," Lake Forest, IL",7149.0,71.0,Conway Farms Golf Club,2013-09-12,2013-09-16
1204,The Open Championship,"July 18 - 21, 2013",8000000," Gullane, Scotland",7192.0,71.0,Muirfield Golf Links,2013-07-18,2013-07-21
1205,Sanderson Farms Championship,"July 18 - 21, 2013",3000000," Madison, MS",7202.0,72.0,Annandale GC,2013-07-18,2013-07-21
1206,PGA Championship,"August 8 - 11, 2013",8000000," Rochester, NY",7163.0,70.0,Oak Hill Country Club,2013-08-08,2013-08-11
1207,World Golf Championships-Bridgestone Invitational,"August 1 - 4, 2013",8750000," Akron, OH",7400.0,70.0,Firestone CC (South Course),2013-08-01,2013-08-04
1208,RBC Canadian Open,"July 25 - 28, 2013",5600000," Oakville, ON",7253.0,72.0,Glen Abbey GC,2013-07-25,2013-07-28
1209,John Deere Classic,"July 11 - 14, 2013",4600000," Silvis, IL",7268.0,71.0,TPC Deere Run,2013-07-11,2013-07-14
1210,Valero Texas Open,"April 4 - 7, 2013",6200000," San Antonio, TX",7406.0,72.0,TPC San Antonio (Oaks Course),2013-04-04,2013-04-07
1211,TOUR Championship by Coca-Cola,"September 19 - 22, 2013",8000000," Atlanta, GA",7154.0,70.0,East Lake Golf Club,2013-09-19,2013-09-22
1212,Tampa Bay Championship presented by EverBank,"March 14 - 17, 2013",5500000," Palm Harbor, FL",7340.0,71.0,Innisbrook Resort (Copperhead Course),2013-03-14,2013-03-17
1213,World Golf Championships-Accenture Match Play Championship,"February 20 - 24, 2013",8750000," Marana, AZ",7791.0,72.0,The Golf Club at Dove Mountain,2013-02-20,2013-02-24
1214,Reno-Tahoe Open,"August 1 - 4, 2013",3000000," Reno, NV",7472.0,72.0,Montreux G&CC,2013-08-01,2013-08-04
1215,World Golf Championships-Cadillac Championship,"March 7 - 10, 2013",8750000," Doral, FL",7334.0,72.0,Trump National Doral Golf Course,2013-03-07,2013-03-10
1216,Wells Fargo Championship,"May 2 - 5, 2013",6700000," Charlotte, NC",7492.0,72.0,Quail Hollow Club,2013-05-02,2013-05-05
1217,Deutsche Bank Championship,"Aug 30 - September 2, 2013",8000000," Norton, MA",7216.0,71.0,TPC Boston,2013-08-30,2013-09-02
1218,AT&T National,"June 27 - 30, 2013",6500000," Bethesda, MD",7569.0,71.0,Congressional Country Club,2013-06-27,2013-06-30
1219,Puerto Rico Open presented by seepuertorico.com,"March 7 - 10, 2013",3500000," Rio Grande, Puerto Rico",7506.0,72.0,Grand Reserve Country Club,2013-03-07,2013-03-10
1220,The Greenbrier Classic,"July 4 - 7, 2013",6300000," White Sulphur Springs, WV",7287.0,70.0,The Old White Course,2013-07-04,2013-07-07
1221,Panama Claro Championship,"February 21 - 24, 2013",600000," Panama City, Panama",7102.0,70.0,Panama GC,2013-02-21,2013-02-24
1222,Colombia Championship,"Feb 28 - March 3, 2013",700000," Bogota, Colombia",7237.0,71.0,Country Club de Bogota Lagos,2013-02-28,2013-03-03
1223,Chile Classic,"March 7 - 10, 2013",650000," Santiago, Chile",6903.0,72.0,Prince of Whales Country Club,2013-03-07,2013-03-10
1224,Chitimacha Louisiana Open,"March 21 - 24, 2013",550000," Broussard, LA",7006.0,71.0,Le Triomphe CC,2013-03-21,2013-03-24
1226,South Georgia Classic,"April 25 - 28, 2013",650000," Valdosta, GA",7781.0,72.0,Kinderlou Forest Golf Club,2013-04-25,2013-04-28
1227,Stadion Classic at UGA,"May 2 - 4, 2013",600000," Athens, GA",7253.0,71.0,University of Georgia GC,2013-05-02,2013-05-04
1228,Mid-Atlantic Championship,"May 30 - June 2, 2013",600000," Potomac, MD",7139.0,70.0,TPC Potomac at Avenel Farm,2013-05-30,2013-06-02
1229,Air Capital Classic,"June 13 - 16, 2013",600000," Wichita, KS",6959.0,71.0,Crestview Country Club,2013-06-13,2013-06-16
1230,Rex Hospital Open,"June 20 - 23, 2013",625000," Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2013-06-20,2013-06-23
1231,United Leasing Championship,"Jun 27 - July 1, 2013",600000," Newburgh, IN",7242.0,72.0,Victoria National Golf Club,2013-06-27,2013-07-01
1232,Utah Championship Pres'd by Utah Sports Commission,"July 11 - 14, 2013",625000,Willow Creek Country Club,6952.0,71.0,,2013-07-11,2013-07-14
1233,Midwest Classic,"July 18 - 21, 2013",600000," Overland Park, KS",7251.0,71.0,Nicklaus Golf Club at LionsGate,2013-07-18,2013-07-21
1234,Albertsons Boise Open Presented by Kraft,"July 25 - 28, 2013",775000," Boise, ID",6807.0,71.0,Hillcrest Country Club,2013-07-25,2013-07-28
1235,Mylan Classic,"August 1 - 4, 2013",675000," Canonsburg, PA",6951.0,71.0,Southpointe Golf Club,2013-08-01,2013-08-04
1236,Price Cutter Charity Championship,"August 8 - 11, 2013",675000," Springfield, MO",7115.0,72.0,Highland Springs Country Club,2013-08-08,2013-08-11
1237,News Sentinel Open Presented by Pilot,"August 15 - 18, 2013",550000," Knoxville, TN",7110.0,72.0,Fox Den Country Club,2013-08-15,2013-08-18
1238,Cox Classic Presented by Lexus of Omaha,"August 22 - 25, 2013",800000," Omaha, NE",7170.0,71.0,Champions Run,2013-08-22,2013-08-25
1239,Nationwide Children's Hospital Championship,"September 12 - 15, 2013",1000000," Columbus, OH",7455.0,71.0,OSU Golf Club (Scarlet Course),2013-09-12,2013-09-15
1240,Web.com Tour Championship,"September 26 - 29, 2013",1000000,Dye's Valley Course,6864.0,70.0,,2013-09-26,2013-09-29
1241,Brasil Champions Presented by HSBC,"April 4 - 7, 2013",675000," Sao Paulo, Brazil",6574.0,71.0,Sao Paulo Golf Club,2013-04-04,2013-04-07
1242,BMW Charity Pro-Am Presented by SYNNEX Corporation,"May 16 - 19, 2013",650000,,7024.0,71.0,,2013-05-16,2013-05-19
1243,Hotel Fitness Championship,"Aug 29 - September 1, 2013",1000000," Macomb, MI",7360.0,72.0,Sycamore Hills Golf Club,2013-08-29,2013-09-01
1245,Mitsubishi Electric Championship at Hualalai,"January 18 - 20, 2013",1800000," Kailua Kona, HI",7107.0,72.0,Hualalai Resort Golf Club,2013-01-18,2013-01-20
1246,Allianz Championship,"February 8 - 10, 2013",1800000," Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2013-02-08,2013-02-10
1247,ACE Group Classic,"February 15 - 17, 2013",1600000," Naples, FL",7193.0,72.0,The TwinEagles Club Talon Course,2013-02-15,2013-02-17
1248,Toshiba Classic,"March 15 - 17, 2013",1750000," Newport Beach, CA",6591.0,71.0,Newport Beach Country Club,2013-03-15,2013-03-17
1249,Mississippi Gulf Resort Classic,"March 22 - 24, 2013",1600000," Biloxi, MS",7119.0,72.0,Fallen Oak Golf Course,2013-03-22,2013-03-24
1250,Greater Gwinnett Championship,"April 19 - 21, 2013",1800000," Duluth, GA",7131.0,72.0,TPC Sugarloaf,2013-04-19,2013-04-21
1251,Liberty Mutual Insurance Legends of Golf,"April 26 - 28, 2013",2700000," Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2013-04-26,2013-04-28
1252,Insperity Championship,"May 3 - 5, 2013",1800000," The Woodlands, TX",7018.0,72.0,The Woodlands CC,2013-05-03,2013-05-05
1253,Senior PGA Championship,"May 23 - 26, 2013",2000000," St. Louis, MO",6959.0,71.0,Bellerive Country Club,2013-05-23,2013-05-26
1254,Principal Charity Classic,"May 31 - June 2, 2013",1750000," Des Moines, IA",6910.0,72.0,Wakonda Club,2013-05-31,2013-06-02
1255,Regions Tradition,"June 6 - 9, 2013",2200000," Birmingham, AL",7231.0,72.0,Shoal Creek,2013-06-06,2013-06-09
1256,Encompass Championship,"June 21 - 23, 2013",1800000,North Shore Country Club,7103.0,72.0,,2013-06-21,2013-06-23
1257,Constellation SENIOR PLAYERS Championship,"June 27 - 30, 2013",2700000," Pittsburgh, PA",6696.0,70.0,Fox Chapel Golf Club,2013-06-27,2013-06-30
1258,U.S. Senior Open Championship,"July 11 - 14, 2013",2600000," Omaha, NE",6711.0,70.0,Omaha Country Club,2013-07-11,2013-07-14
1259,The Senior Open Championship Pres. by Rolex,"July 25 - 29, 2013",2000000," Southport, England",7082.0,70.0,Royal Birkdale GC,2013-07-25,2013-07-29
1260,3M Championship,"August 2 - 4, 2013",1750000," Blaine, MN",7114.0,72.0,TPC of the Twin Cities,2013-08-02,2013-08-04
1261,Dick's Sporting Goods Open,"August 16 - 18, 2013",1800000," Endicott, NY",6974.0,72.0,En Joie GC,2013-08-16,2013-08-18
1262,Boeing Classic,"August 23 - 25, 2013",2000000," Snoqualmie, WA",7183.0,72.0,The Club at Snoqualmie Ridge,2013-08-23,2013-08-25
1263,Shaw Charity Classic,"Aug 30 - September 1, 2013",2000000," Calgary, AB",7117.0,71.0,Canyon Meadows Golf & Country Club,2013-08-30,2013-09-01
1264,Montreal Championship,"September 6 - 8, 2013",1600000,,6789.0,72.0,,2013-09-06,2013-09-08
1265,Pacific Links Hawai'i Championship,"September 20 - 22, 2013",1800000," Kapolei, HI",7002.0,72.0,Kapolei Golf Course,2013-09-20,2013-09-22
1266,Nature Valley First Tee Open at Pebble Beach,"September 27 - 29, 2013",1800000,,6837.0,72.0,,2013-09-27,2013-09-29
1267,SAS Championship,"October 11 - 13, 2013",2100000," Cary, NC",7137.0,72.0,Prestonwood CC,2013-10-11,2013-10-13
1268,Greater Hickory Kia Classic,"October 18 - 20, 2013",1600000,,7090.0,72.0,,2013-10-18,2013-10-20
1269,AT&T Championship,"October 25 - 27, 2013",1900000," San Antonio, TX",7406.0,72.0,TPC San Antonio (Oaks Course),2013-10-25,2013-10-27
1270,Charles Schwab Cup Championship,"Oct 31 - November 3, 2013",2500000," San Francisco, CA",7127.0,71.0,TPC Harding Park,2013-10-31,2013-11-03
1271,Madeira Islands Open,"May 16 - 19, 2013",,,6825.0,72.0,,2013-05-16,2013-05-19
1272,The Presidents Cup,"October 3 - 6, 2013",," Dublin, OH",7354.0,72.0,Muirfield Village Golf Club,2013-10-03,2013-10-06
